"Story","Title","Result","Date","Stability","Duration (s)"
"resources-user","Get list of all USERS","SUCCESS","2022-09-28T13:06:12.838799+07:00[Asia/Jakarta]","0.0","0.37"
"resources-user","Get list of USERS within page","FAILURE","2022-09-28T13:06:13.21822+07:00[Asia/Jakarta]","0.0","1.53"
"resources-user","Get single user data with id","SUCCESS","2022-09-28T13:06:14.756999+07:00[Asia/Jakarta]","0.0","1.49"
